denylist_tier,openalex_id,s2_id,arxiv_id,doi,title,year,venue,domain,sources
1hop_referenced,https://openalex.org/W4294643831,,,https://doi.org/10.48550/arxiv.1710.10196,"Progressive Growing of GANs for Improved Quality, Stability, and\n Variation",2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4295521014,,,,,,,,
1hop_referenced,https://openalex.org/W4297798428,,,,,,,,
1hop_referenced,https://openalex.org/W4297800839,,,https://doi.org/10.48550/arxiv.1602.02644,Generating Images with Perceptual Similarity Metrics based on Deep\n Networks,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4297813370,,,https://doi.org/10.48550/arxiv.2005.13580,Network-to-Network Translation with Conditional Invertible Neural\n Networks,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4298289240,,,https://doi.org/10.48550/arxiv.1406.2661,Generative Adversarial Networks,2014,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4301206121,,,https://doi.org/10.48550/arxiv.1706.08500,GANs Trained by a Two Time-Scale Update Rule Converge to a Local Nash\n Equilibrium,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4301908144,,,https://doi.org/10.48550/arxiv.1909.12507,Region-wise Generative Adversarial ImageInpainting for Large Missing Areas,2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4323654151,,,,,,,,
1hop_referenced,https://openalex.org/W4385245566,,,https://doi.org/10.4230/lipics.itp.2023.19,MizAR 60 for Mizar 50,2023,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),,
1hop_referenced,https://openalex.org/W6625168331,,,,,,,,
1hop_referenced,https://openalex.org/W6637373629,,,,,,,,
1hop_referenced,https://openalex.org/W6637568146,,,,,,,,
1hop_referenced,https://openalex.org/W6639102338,,,,,,,,
1hop_referenced,https://openalex.org/W6639824700,,,,,,,,
1hop_referenced,https://openalex.org/W6640963894,,,,,,,,
1hop_referenced,https://openalex.org/W6676297131,,,,,,,,
1hop_referenced,https://openalex.org/W6678815747,,,,,,,,
1hop_referenced,https://openalex.org/W6687045409,,,,,,,,
1hop_referenced,https://openalex.org/W6692550842,,,,,,,,
1hop_referenced,https://openalex.org/W6713645886,,,,,,,,
1hop_referenced,https://openalex.org/W6714644935,,,,,,,,
1hop_referenced,https://openalex.org/W6729767818,,,,,,,,
1hop_referenced,https://openalex.org/W6732492507,,,,,,,,
1hop_referenced,https://openalex.org/W6745560452,,,,,,,,
1hop_referenced,https://openalex.org/W6747808759,,,,,,,,
1hop_referenced,https://openalex.org/W6755207826,,,,,,,,
1hop_referenced,https://openalex.org/W6755312952,,,,,,,,
1hop_referenced,https://openalex.org/W6757857098,,,,,,,,
1hop_referenced,https://openalex.org/W6758800702,,,,,,,,
1hop_referenced,https://openalex.org/W6761628794,,,,,,,,
1hop_referenced,https://openalex.org/W6762931180,,,,,,,,
1hop_referenced,https://openalex.org/W6765779288,,,,,,,,
1hop_referenced,https://openalex.org/W6768377600,,,,,,,,
1hop_referenced,https://openalex.org/W6768817161,,,,,,,,
1hop_referenced,https://openalex.org/W6771275388,,,,,,,,
1hop_referenced,https://openalex.org/W6772676370,,,,,,,,
1hop_referenced,https://openalex.org/W6775110864,,,,,,,,
1hop_referenced,https://openalex.org/W6775632556,,,,,,,,
1hop_referenced,https://openalex.org/W6779823529,,,,,,,,
1hop_referenced,https://openalex.org/W6779879114,,,,,,,,
1hop_referenced,https://openalex.org/W6780573874,,,,,,,,
1hop_referenced,https://openalex.org/W6780593937,,,,,,,,
1hop_referenced,https://openalex.org/W6782760101,,,,,,,,
1hop_referenced,https://openalex.org/W6783182287,,,,,,,,
1hop_referenced,https://openalex.org/W6783637136,,,,,,,,
1hop_referenced,https://openalex.org/W6783713337,,,,,,,,
1hop_referenced,https://openalex.org/W6785102375,,,,,,,,
1hop_referenced,https://openalex.org/W6785302134,,,,,,,,
1hop_referenced,https://openalex.org/W6786375611,,,,,,,,
1hop_referenced,https://openalex.org/W6786494455,,,,,,,,
1hop_referenced,https://openalex.org/W6786904838,,,,,,,,
1hop_referenced,https://openalex.org/W6787283782,,,,,,,,
1hop_referenced,https://openalex.org/W6787335730,,,,,,,,
1hop_referenced,https://openalex.org/W6788995615,,,,,,,,
1hop_referenced,https://openalex.org/W6790830454,,,,,,,,
1hop_referenced,https://openalex.org/W6790978476,,,,,,,,
1hop_referenced,https://openalex.org/W6791190667,,,,,,,,
1hop_referenced,https://openalex.org/W6793578827,,,,,,,,
1hop_referenced,https://openalex.org/W6793801364,,,,,,,,
1hop_referenced,https://openalex.org/W6794269193,,,,,,,,
1hop_referenced,https://openalex.org/W6794386015,,,,,,,,
1hop_referenced,https://openalex.org/W6795288823,,,,,,,,
1hop_referenced,https://openalex.org/W6795308914,,,,,,,,
1hop_referenced,https://openalex.org/W6796042156,,,,,,,,
1hop_referenced,https://openalex.org/W6796242362,,,,,,,,
1hop_referenced,https://openalex.org/W6796588791,,,,,,,,
1hop_referenced,https://openalex.org/W6797016743,,,,,,,,
1hop_referenced,https://openalex.org/W6797201126,,,,,,,,
1hop_referenced,https://openalex.org/W6797359156,,,,,,,,
1hop_referenced,https://openalex.org/W6797906067,,,,,,,,
1hop_referenced,https://openalex.org/W6799838802,,,,,,,,
1hop_referenced,https://openalex.org/W6799880410,,,,,,,,
1hop_referenced,https://openalex.org/W6800989748,,,,,,,,
1hop_referenced,https://openalex.org/W6801666068,,,,,,,,
1hop_referenced,https://openalex.org/W6803132585,,,,,,,,
1hop_referenced,https://openalex.org/W6804566349,,,,,,,,
1hop_referenced,https://openalex.org/W6840815571,,,,,,,,
1hop_referenced,https://openalex.org/W2618530766,,,,,,,,
1hop_referenced,https://openalex.org/W2760103357,,,https://doi.org/10.1609/aaai.v32i1.11671,FiLM: Visual Reasoning with a General Conditioning Layer,2018,Proceedings of the AAAI Conference on Artificial Intelligence,,
1hop_referenced,https://openalex.org/W2981563141,,,,,,,,
1hop_referenced,https://openalex.org/W3034429256,,,,,,,,
1hop_referenced,https://openalex.org/W3172942063,,,https://doi.org/10.1109/cvpr52688.2022.01179,Scaling Vision Transformers,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,
1hop_referenced,https://openalex.org/W4312388283,,,https://doi.org/10.1109/cvpr52688.2022.01043,Vector Quantized Diffusion Model for Text-to-Image Synthesis,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,
1hop_referenced,https://openalex.org/W4312694728,,,https://doi.org/10.1109/cvpr52688.2022.01112,On Aliased Resizing and Surprising Subtleties in GAN Evaluation,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,
1hop_referenced,https://openalex.org/W4312933868,,,https://doi.org/10.1109/cvpr52688.2022.01042,High-Resolution Image Synthesis with Latent Diffusion Models,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,
1hop_referenced,https://openalex.org/W4313021454,,,https://doi.org/10.1109/cvpr52688.2022.01103,MaskGIT: Masked Generative Image Transformer,2022,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,
1hop_referenced,https://openalex.org/W6630178513,,,,,,,,
1hop_referenced,https://openalex.org/W6631190155,,,,,,,,
1hop_referenced,https://openalex.org/W6679045638,,,,,,,,
1hop_referenced,https://openalex.org/W6718379498,,,,,,,,
1hop_referenced,https://openalex.org/W6739622702,,,,,,,,
1hop_referenced,https://openalex.org/W6755977528,,,,,,,,
1hop_referenced,https://openalex.org/W6757817989,,,,,,,,
1hop_referenced,https://openalex.org/W6761519460,,,,,,,,
1hop_referenced,https://openalex.org/W6763509872,,,,,,,,
1hop_referenced,https://openalex.org/W6765775151,,,,,,,,
1hop_referenced,https://openalex.org/W6772383348,,,,,,,,
1hop_referenced,https://openalex.org/W6778883912,,,,,,,,
1hop_referenced,https://openalex.org/W6784333009,,,,,,,,
1hop_referenced,https://openalex.org/W6784913597,,,,,,,,
1hop_referenced,https://openalex.org/W6788990321,,,,,,,,
1hop_referenced,https://openalex.org/W6791353385,,,,,,,,
1hop_referenced,https://openalex.org/W6791436925,,,,,,,,
1hop_referenced,https://openalex.org/W6796289742,,,,,,,,
1hop_referenced,https://openalex.org/W6797790494,,,,,,,,
1hop_referenced,https://openalex.org/W6798160016,,,,,,,,
1hop_referenced,https://openalex.org/W6804244202,,,,,,,,
1hop_referenced,https://openalex.org/W6809885388,,,,,,,,
1hop_referenced,https://openalex.org/W6810483347,,,,,,,,
1hop_referenced,https://openalex.org/W6810940779,,,,,,,,
1hop_referenced,https://openalex.org/W6838452192,,,,,,,,
1hop_referenced,https://openalex.org/W6838639034,,,,,,,,
1hop_referenced,https://openalex.org/W6839643428,,,,,,,,
1hop_referenced,https://openalex.org/W6843572181,,,,,,,,
1hop_referenced,https://openalex.org/W6847386351,,,,,,,,
1hop_referenced,https://openalex.org/W1906598733,,,https://doi.org/10.48550/arxiv.1410.6460,Markov Chain Monte Carlo and Variational Inference: Bridging the Gap,2014,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2013035813,,,https://doi.org/10.1162/neco_a_00142,A Connection Between Score Matching and Denoising Autoencoders,2011,Neural Computation,,
1hop_referenced,https://openalex.org/W2152912600,,,,,,,,
1hop_referenced,https://openalex.org/W2267126114,,,https://doi.org/10.48550/arxiv.1601.06759,Pixel Recurrent Neural Networks,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2272361785,,,https://doi.org/10.48550/arxiv.1602.03264,A Theory of Generative ConvNet,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2401231614,,,https://doi.org/10.48550/arxiv.1605.07146,Wide Residual Networks,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2409550820,,,https://doi.org/10.48550/arxiv.1605.08803,Density Estimation Using Real NVP,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2587284713,,,,Improved Variational Inference with Inverse Autoregressive Flow,2016,Neural Information Processing Systems,,
1hop_referenced,https://openalex.org/W2604926578,,,https://doi.org/10.48550/arxiv.1703.06975,Learning to Generate Samples from Noise through Infusion Training,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2621006664,,,https://doi.org/10.1109/cvpr.2017.119,Synthesizing Dynamic Patterns by Spatial-Temporal Generative ConvNet,2017,,,
1hop_referenced,https://openalex.org/W2753738274,,,,beta-VAE: Learning Basic Visual Concepts with a Constrained Variational Framework,2017,International Conference on Learning Representations,,
1hop_referenced,https://openalex.org/W2796731119,,,https://doi.org/10.1109/cvpr.2018.00954,Learning Generative ConvNets via Multi-grid Modeling and Sampling,2018,,,
1hop_referenced,https://openalex.org/W2893749619,,,https://doi.org/10.48550/arxiv.1809.11096,Large Scale GAN Training for High Fidelity Natural Image Synthesis,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2902630600,,,https://doi.org/10.48550/arxiv.1812.01608,Generating High Fidelity Images with Subscale Pixel Networks and Multidimensional Upscaling,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2912298597,,,https://doi.org/10.48550/arxiv.1902.00275,Flow++: Improving Flow-Based Generative Models with Variational Dequantization and Architecture Design,2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2938608316,,,https://doi.org/10.1609/aaai.v34i04.5973,On the Anatomy of MCMC-Based Maximum Likelihood Learning of Energy-Based Models,2020,Proceedings of the AAAI Conference on Artificial Intelligence,,
1hop_referenced,https://openalex.org/W2940744433,,,https://doi.org/10.48550/arxiv.1904.10509,Generating Long Sequences with Sparse Transformers,2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2949382160,,,,WaveNet: A Generative Model for Raw Audio,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2951004968,,,,,,,,
1hop_referenced,https://openalex.org/W2962736171,,,https://doi.org/10.57702/qrfwyszh,Deep unsupervised learning using nonequilibrium thermodynamics,2024,,,
1hop_referenced,https://openalex.org/W2962760235,,,,,,,,
1hop_referenced,https://openalex.org/W2962887178,,,,,,,,
1hop_referenced,https://openalex.org/W2962897886,,,https://doi.org/10.48550/arxiv.1401.4082,Stochastic Backpropagation and Approximate Inference in Deep Generative\n Models,2014,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2963090522,,,https://doi.org/10.48550/arxiv.1505.05770,Variational Inference with Normalizing Flows,2015,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2963091558,,,https://doi.org/10.1109/cvpr.2018.00813,Non-local Neural Networks,2018,,,
1hop_referenced,https://openalex.org/W2963139417,,,,,,,,
1hop_referenced,https://openalex.org/W2963140844,,,https://doi.org/10.1109/cvpr.2018.00900,Learning Descriptor Networks for 3D Shape Synthesis and Analysis,2018,,,
1hop_referenced,https://openalex.org/W2963147844,,,,Towards Conceptual Compression,2016,Neural Information Processing Systems,,
1hop_referenced,https://openalex.org/W2963300588,,,,,,,,
1hop_referenced,https://openalex.org/W2963373786,,,,,,,,
1hop_referenced,https://openalex.org/W2963403868,,,,,,,,
1hop_referenced,https://openalex.org/W2963428348,,,,,,,,
1hop_referenced,https://openalex.org/W2963527611,,,,,,,,
1hop_referenced,https://openalex.org/W2963565380,,,,A-NICE-MC: Adversarial Training for MCMC,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2963629403,,,,,,,,
1hop_referenced,https://openalex.org/W2963629521,,,https://doi.org/10.17863/cam.50683,Minimal random code learning: Getting bits back from compressed model parameters,2019,TU/e Research Portal,,
1hop_referenced,https://openalex.org/W2963636093,,,https://doi.org/10.48550/arxiv.1606.05328,Conditional Image Generation with PixelCNN Decoders,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2963641970,,,https://doi.org/10.48550/arxiv.1810.01367,FFJORD: Free-form Continuous Dynamics for Scalable Reversible Generative\n Models,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2963685250,,,,Weight normalization: a simple reparameterization to accelerate training of deep neural networks,2016,Neural Information Processing Systems,,
1hop_referenced,https://openalex.org/W2963755523,,,,,,,,
1hop_referenced,https://openalex.org/W2963836885,,,,Spectral Normalization for Generative Adversarial Networks,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2963919683,,,,,,,,
1hop_referenced,https://openalex.org/W2963981733,,,https://doi.org/10.48550/arxiv.1706.08500,GANs Trained by a Two Time-Scale Update Rule Converge to a Local Nash Equilibrium,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2964307104,,,,,,,,
1hop_referenced,https://openalex.org/W2967593122,,,https://doi.org/10.1109/tpami.2019.2934852,Learning Energy-Based Spatial-Temporal Generative ConvNets for Dynamic Patterns,2019,IEEE Transactions on Pattern Analysis and Machine Intelligence,,
1hop_referenced,https://openalex.org/W2970014727,,,,BIVA: A Very Deep Hierarchy of Latent Variables for Generative Modeling,2019,"Technical University of Denmark, DTU Orbit (Technical University of Denmark, DTU)",,
1hop_referenced,https://openalex.org/W2970607325,,,,Implicit Generation and Modeling in Energy-Based Models,2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2970747737,,,,Learning Non-Convergent Non-Persistent Short-Run MCMC Toward Energy-Based Model,2019,Neural Information Processing Systems,,
1hop_referenced,https://openalex.org/W2971034910,,,,Generative Modeling by Estimating Gradients of the Data Distribution,2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2989574682,,,,Energy-Inspired Models: Learning with Sampler-Induced Distributions,2019,Neural Information Processing Systems,,
1hop_referenced,https://openalex.org/W2995085126,,,,,,,,
1hop_referenced,https://openalex.org/W2997095142,,,https://doi.org/10.48550/arxiv.2008.06653,Evaluating Lossy Compression Rates of Deep Generative Models,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3006502260,,,https://doi.org/10.48550/arxiv.2002.06707,Stochastic Normalizing Flows,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3008314642,,,https://doi.org/10.48550/arxiv.2002.09928,Predictive Sampling with Forecasting Autoregressive Models,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3010012025,,,https://doi.org/10.48550/arxiv.2003.01599,VQ-DRAW: A Sequential Discrete VAE,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3018305985,,,,,,,,
1hop_referenced,https://openalex.org/W3034577585,,,https://doi.org/10.1109/cvpr42600.2020.00872,CNN-Generated Images Are Surprisingly Easy to Spot… for Now,2020,,,
1hop_referenced,https://openalex.org/W3034720584,,,https://doi.org/10.48550/arxiv.2006.06676,Training Generative Adversarial Networks with Limited Data,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3035166812,,,https://doi.org/10.1109/cvpr42600.2020.00754,Flow Contrastive Estimation of Energy-Based Models,2020,,,
1hop_referenced,https://openalex.org/W3035384201,,,https://doi.org/10.48550/arxiv.2006.09011,Improved Techniques for Training Score-Based Generative Models,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3106068426,,,,Your GAN is Secretly an Energy-based Model and You Should use Discriminator Driven Latent Sampling,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W299440670,,,,,,,,
1hop_referenced,https://openalex.org/W1505878979,,,,Estimation of Non-Normalized Statistical Models by Score Matching,2005,,,
1hop_referenced,https://openalex.org/W1663973292,,,https://doi.org/10.1117/1.2819119,Pattern Recognition and Machine Learning,2007,Journal of Electronic Imaging,,
1hop_referenced,https://openalex.org/W2071048859,,,https://doi.org/10.1137/s0036141096303359,The Variational Formulation of the Fokker--Planck Equation,1998,SIAM Journal on Mathematical Analysis,,
1hop_referenced,https://openalex.org/W2126398289,,,https://doi.org/10.48550/arxiv.1306.1091,Deep Generative Stochastic Networks Trainable by Backprop,2013,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2147774191,,,https://doi.org/10.1145/325165.325242,Animating rotation with quaternion curves,1985,ACM SIGGRAPH Computer Graphics,,
1hop_referenced,https://openalex.org/W2212271491,,,https://doi.org/10.1162/neco_a_00076,Least Squares Estimation Without Priors or Supervision,2010,Neural Computation,,
1hop_referenced,https://openalex.org/W2530741948,,,https://doi.org/10.48550/arxiv.1610.03483,Learning in Implicit Generative Models,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2674709473,,,https://doi.org/10.48550/arxiv.1706.07561,A-NICE-MC: Adversarial Training for MCMC,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2687693326,,,,GANs Trained by a Two Time-Scale Update Rule Converge to a Nash Equilibrium,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2769603572,,,https://doi.org/10.48550/arxiv.1711.09268,Generalizing Hamiltonian Monte Carlo with Neural Networks,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2808746463,,,https://doi.org/10.48550/arxiv.1806.07366,Neural Ordinary Differential Equations,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2895434480,,,https://doi.org/10.48550/arxiv.1810.01367,FFJORD: Free-form Continuous Dynamics for Scalable Reversible Generative Models,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2904367110,,,https://doi.org/10.1109/cvpr.2019.00453,A Style-Based Generator Architecture for Generative Adversarial Networks,2019,,,
1hop_referenced,https://openalex.org/W2952069045,,,,Markov Chain Monte Carlo and Variational Inference: Bridging the Gap,2014,UvA-DARE (University of Amsterdam),,
1hop_referenced,https://openalex.org/W2959300817,,,https://doi.org/10.48550/arxiv.1907.05600,Generative Modeling by Estimating Gradients of the Data Distribution,2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2962879692,,,,,,,,
1hop_referenced,https://openalex.org/W2963486392,,,,Bias and Generalization in Deep Generative Models: An Empirical Study,2018,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2981479880,,,https://doi.org/10.1109/iccv.2019.00460,Seeing What a GAN Cannot Generate,2019,,,
1hop_referenced,https://openalex.org/W2985060393,,,,Seeing What a GAN Cannot Generate,2020,DSpace@MIT (Massachusetts Institute of Technology),,
1hop_referenced,https://openalex.org/W3046996896,,,https://doi.org/10.48550/arxiv.2008.02389,Continuous-in-Depth Neural Networks,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3085640138,,,https://doi.org/10.48550/arxiv.2009.05475,Adversarial score matching and improved sampling for image generation,2020,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W3121345697,,,,Score-Based Generative Modeling through Stochastic Differential Equations,2021,International Conference on Learning Representations,,
1hop_referenced,https://openalex.org/W637153065,,,https://doi.org/10.48550/arxiv.1506.05163,Deep Convolutional Networks on Graph-Structured Data,2015,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W1501856433,,,https://doi.org/10.1109/ijcnn.2005.1555942,A new model for learning in graph domains,2006,"Proceedings. 2005 IEEE International Joint Conference on Neural Networks, 2005.",,
1hop_referenced,https://openalex.org/W1595350250,,,https://doi.org/10.1023/a:1008068904628,Feature trees: A new molecular similarity measure based on tree matching,1998,Journal of Computer-Aided Molecular Design,,
1hop_referenced,https://openalex.org/W1662382123,,,https://doi.org/10.48550/arxiv.1312.6203,Spectral Networks and Locally Connected Networks on Graphs,2013,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W1757990252,,,https://doi.org/10.1021/acs.jcim.5b00559,ZINC 15 – Ligand Discovery for Everyone,2015,Journal of Chemical Information and Modeling,,
1hop_referenced,https://openalex.org/W1879966306,,,,Long Short-Term Memory Over Recursive Structures,2015,NPARC,,
1hop_referenced,https://openalex.org/W1924770834,,,https://doi.org/10.48550/arxiv.1412.3555,Empirical Evaluation of Gated Recurrent Neural Networks on Sequence Modeling,2014,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2116341502,,,https://doi.org/10.1109/tnn.2008.2005605,The Graph Neural Network Model,2008,IEEE Transactions on Neural Networks,,
1hop_referenced,https://openalex.org/W2224454470,,,https://doi.org/10.48550/arxiv.1601.01280,Language to Logical Form with Neural Attention,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2244807774,,,https://doi.org/10.48550/arxiv.1511.05493,Gated Graph Sequence Neural Networks,2015,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2251939518,,,https://doi.org/10.18653/v1/d13-1170,Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank,2013,,,
1hop_referenced,https://openalex.org/W2290523257,,,https://doi.org/10.1162/tacl_a_00110,Easy-First Dependency Parsing with Hierarchical Tree LSTMs,2016,Transactions of the Association for Computational Linguistics,,
1hop_referenced,https://openalex.org/W2406128552,,,https://doi.org/10.48550/arxiv.1605.05273,Learning Convolutional Neural Networks for Graphs,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2519887557,,,https://doi.org/10.48550/arxiv.1609.02907,Semi-Supervised Classification with Graph Convolutional Networks,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2558460151,,,https://doi.org/10.1109/cvpr.2017.576,Geometric Deep Learning on Graphs and Manifolds Using Mixture Model CNNs,2017,,,
1hop_referenced,https://openalex.org/W2592725663,,,https://doi.org/10.48550/arxiv.1703.01925,Grammar Variational Autoencoder,2017,PolyPublie (École Polytechnique de Montréal),,
1hop_referenced,https://openalex.org/W2609011624,,,https://doi.org/10.18653/v1/p17-2021,Towards String-To-Tree Neural Machine Translation,2017,,,
1hop_referenced,https://openalex.org/W2740094762,,,,Sequence to Better Sequence: Continuous Revision of Combinatorial Structures.,2017,International Conference on Machine Learning,,
1hop_referenced,https://openalex.org/W2748997015,,,https://doi.org/10.48550/arxiv.1708.04465,Actively Learning what makes a Discrete Sequence Valid,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2751262944,,,,Tree-structured decoding with doubly-recurrent neural networks,2017,Digital Access to Scholarship at Harvard (DASH) (Harvard University),,
1hop_referenced,https://openalex.org/W2753921001,,,https://doi.org/10.48550/arxiv.1709.04555,Predicting Organic Reaction Outcomes with Weisfeiler-Lehman Network,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2950191616,,,,Discriminative Embeddings of Latent Variable Models for Structured Data,2016,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2951784549,,,https://doi.org/10.48550/arxiv.1701.01329,Generating Focussed Molecule Libraries for Drug Discovery with Recurrent Neural Networks,2017,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2953081964,,,,,,,,
1hop_referenced,https://openalex.org/W2963323889,,,,,,,,
1hop_referenced,https://openalex.org/W2963355447,,,,,,,,
1hop_referenced,https://openalex.org/W2963711743,,,,,,,,
1hop_referenced,https://openalex.org/W1969644422,,,https://doi.org/10.1126/science.1089427,Design of a Novel Globular Protein Fold with Atomic-Level Accuracy,2003,Science,,
1hop_referenced,https://openalex.org/W1976261939,,,https://doi.org/10.1126/science.274.5289.948,Structure of the MDM2 Oncoprotein Bound to the p53 Tumor Suppressor Transactivation Domain,1996,Science,,
1hop_referenced,https://openalex.org/W2008635725,,,https://doi.org/10.1038/nbt1166,Multivalent avimer proteins evolved by exon shuffling of a family of human receptor domains,2005,Nature Biotechnology,,
1hop_referenced,https://openalex.org/W2010753961,,,https://doi.org/10.1073/pnas.0906852107,Metal templated design of protein interfaces,2009,Proceedings of the National Academy of Sciences,,
1hop_referenced,https://openalex.org/W2023486531,,,https://doi.org/10.1038/nrc991,Inhibiting the p53–MDM2 interaction: an important target for cancer therapy,2003,Nature reviews. Cancer,,
1hop_referenced,https://openalex.org/W2086667489,,,https://doi.org/10.1021/ic9001237,Control of Protein Oligomerization Symmetry by Metal Coordination: <i>C</i><sub>2</sub> and <i>C</i><sub>3</sub> Symmetrical Assemblies through Cu<sup>II</sup> and Ni<sup>II</sup> Coordination,2009,Inorganic Chemistry,,
1hop_referenced,https://openalex.org/W2102033493,,,https://doi.org/10.1021/cr030191z,"Catalytic Versatility, Stability, and Evolution of the (βα) <sub>8</sub> -Barrel Enzyme Fold",2005,Chemical Reviews,,
1hop_referenced,https://openalex.org/W2152764495,,,https://doi.org/10.1146/annurev.biophys.29.1.105,Structural Symmetry and Protein Function,2000,Annual Review of Biophysics and Biomolecular Structure,,
1hop_referenced,https://openalex.org/W2158476854,,,https://doi.org/10.1146/annurev.physchem.48.1.545,THEORY OF PROTEIN FOLDING: The Energy Landscape Perspective,1997,Annual Review of Physical Chemistry,,
1hop_referenced,https://openalex.org/W2190300929,,,https://doi.org/10.1128/aac.01802-15,"Generation and Characterization of ALX-0171, a Potent Novel Therapeutic Nanobody for the Treatment of Respiratory Syncytial Virus Infection",2015,Antimicrobial Agents and Chemotherapy,,
1hop_referenced,https://openalex.org/W2201713963,,,https://doi.org/10.1016/b978-0-12-381270-4.00019-6,Rosetta3,2010,Methods in enzymology on CD-ROM/Methods in enzymology,,
1hop_referenced,https://openalex.org/W2624703541,,,https://doi.org/10.1038/nbt.3907,Computational design of trimeric influenza-neutralizing proteins targeting the hemagglutinin receptor binding site,2017,Nature Biotechnology,,
1hop_referenced,https://openalex.org/W2759860792,,,https://doi.org/10.1038/nature23912,Massively parallel de novo protein design for targeted therapeutics,2017,Nature,,
1hop_referenced,https://openalex.org/W2765284721,,,https://doi.org/10.1093/nar/gkx1012,Mechanism and Catalytic Site Atlas (M-CSA): a database of enzyme reaction mechanisms and active sites,2017,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2772342852,,,https://doi.org/10.1038/nature25157,Evolution of a designed protein assembly encapsulating its own RNA genome,2017,Nature,,
1hop_referenced,https://openalex.org/W3023984985,,,https://doi.org/10.1016/j.cbpa.2020.02.002,The advent of de novo proteins for cancer immunotherapy,2020,Current Opinion in Chemical Biology,,
1hop_referenced,https://openalex.org/W3024848554,,,https://doi.org/10.1126/science.aay5051,De novo protein design enables the precise induction of RSV-neutralizing antibodies,2020,Science,,
